Region,Sub-region,Country,ISO3 code,M49 code,RE or Non-RE,Group Technology,Technology,Sub-Technology,Producer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW)
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2003,9048,3660
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2004,10280,4152
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2005,11721,4935
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2006,13566,6109
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2007,15589,7005
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2008,15973,7586
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2009,17076,8230
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2010,16189,8780
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2011,5883,3278
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2012,5538,6106
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2013,5211,5902
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2014,4424,5116
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2015,4155,4342
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2016,2782,2094
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2017,2723,1970
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2018,1500,1730
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2019,1300,1750
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020,1300,1823
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021,1300,1889
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022,1300,1943
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2023,0,2019
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2006,0,0
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2007,0,0
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2008,0,0
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2009,0,0
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2010,0,0
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2011,0,0
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2012,0,0
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2015,0,0
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,All types,2017,0,0
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2000,16740,2278
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2001,17470,2278
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2002,25130,4908
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2003,43340,5636
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2004,50470,6286
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2005,53090,6960
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2006,54840,6960
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2007,62130,9080
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2008,68390,9078.2
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2009,70130,9078.2
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2010,73880,10824
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2011,86350,12570
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2012,97390,12570.2
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2013,111610,14660
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2014,132540,20080
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2015,170790,27170
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2016,213290,33640
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2017,248070,35819.24
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2018,294360,44660
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2019,348350,48740
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2020,366250,49890
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2021,407520,53260
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2022,417800,55530
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2023,0,56910
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2010,6059.125,1117.239
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2011,6298.596,1131.209
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2012,5955.543,1143.625
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2013,8075.859,1700.095
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2014,9845.389,1893.42
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2015,11958.238,2341.51
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2016,15296.213,2869.987
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2017,19438.295,3640
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2018,23264.092,4575
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2019,30350,6008.781
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2020,34400,7665
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2021,45900,10645
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2022,52700,11930
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2023,0,12885
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2000,2628,5000
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2001,2628,5000
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2002,2628,5000
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2003,2628,5000
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2004,2628,5000
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2005,2943.36,5600
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2006,3258.72,6200
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2007,4701.492,8945
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2008,5361.12,10200
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2009,7200.72,13700
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2010,10800,16930
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2011,10900,18382.5
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2012,9313,20332.5
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2013,10680,21532.5
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2014,13190,22110
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2015,15755,23030
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2016,30781,26690
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2017,32753,29390
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2018,32900,29990
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2019,31900,30290
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2020,33200,31490
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2021,38400,36390
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2022,48300,45790
Asia,Eastern Asia,China,CHN,156,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2023,0,50940
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas,All types,2016,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas,All types,2022,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2000,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2001,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2002,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2003,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2004,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2005,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2006,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2007,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2008,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2009,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2010,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2011,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2012,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2013,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2014,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2015,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2016,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2017,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2018,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2019,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2020,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2021,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,Off-grid electricity,2022,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2010,385.933,71.162
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2011,451.01,81
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2012,718.961,138.06
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2013,914.849,192.59
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2014,1609.798,309.589
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2015,1690.514,331.015
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2016,1863.13,349.574
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2017,2424.447,454
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2018,3203.58,630
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2019,3800,799.391
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2020,4100,890
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2021,4700,1110
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2022,5400,1230
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2023,0,1490
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2010,6059.125,1117.239
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2011,6298.596,1131.209
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2012,5955.543,1143.625
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2013,8075.859,1700.095
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2014,9845.389,1893.42
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2015,11958.238,2341.51
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2016,15296.213,2869.987
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2017,19438.295,3640
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2018,23264.092,4575
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2019,30350,6008.781
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020,34400,7665
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021,45900,10645
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022,52700,11930
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2023,0,12885
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2000,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2001,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2002,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2003,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2004,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2005,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2006,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2007,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2008,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2009,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2010,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2011,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2012,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2013,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2014,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2015,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2016,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2017,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2018,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2019,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2020,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2021,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,All types,2022,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2000,2421,1100
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2001,2438,1120
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2002,2430,1652
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2003,2422,1850
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2004,2414,1900
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2005,5200,2000
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2006,7000,2500
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2007,9740,3000
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2008,14715,3270
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2009,20700,4600
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2010,12245.817,2258
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2011,14451.799,2595.5
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2012,17369.953,3335.5
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2013,19933.432,4196.3
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2014,23136.806,4449.564
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2015,27089.656,5304.352
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2016,32244.445,6049.938
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2017,38128.963,7140
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2018,40832.931,8030
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2019,48100,9728.9
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2020,59700,13300
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2021,67200,15590
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2022,71600,16230
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2023,0,16880
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2000,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2001,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2002,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2003,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2004,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2005,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2006,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2007,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2008,0,0
Asia,Eastern Asia,China,CHN,156,Total Renewable,Bioenergy,Solid biofuels,Wood waste,Heat (Commercial),2009,0,0
